Timestamp(s),Cart_Position_X,Pendulum_Angle_Rad,Pendulum_Angle_Deg,Velocity_dX_dT,AngVelocity_dTheta_dT,Action_Type,Force_Applied_N,Gravity_Setting,Force_Applied
0.05,-0.0001,0.1012,5.8,-0.0035,0.0388,NONE,0,9.81,0
0.1,-0.0004,0.1043,5.97,-0.007,0.0771,NONE,0,9.81,0
0.15,-0.0008,0.1093,6.26,-0.0105,0.1156,NONE,0,9.81,0
0.2,-0.0015,0.1163,6.67,-0.014,0.1552,NONE,0,9.81,0
0.25,-0.0023,0.1254,7.18,-0.0177,0.1964,NONE,0,9.81,0
0.3,-0.0033,0.1366,7.82,-0.0216,0.2401,NONE,0,9.81,0
0.35,-0.0045,0.15,8.6,-0.0258,0.287,NONE,0,9.81,0
0.4,-0.0059,0.166,9.51,-0.0303,0.3379,NONE,0,9.81,0
0.45,-0.0076,0.1847,10.58,-0.0352,0.3936,NONE,0,9.81,0
0.5,-0.0096,0.2063,11.82,-0.0406,0.455,NONE,0,9.81,0
0.55,-0.0118,0.2312,13.25,-0.0464,0.5229,NONE,0,9.81,0
0.6,-0.0143,0.2598,14.88,-0.0528,0.5985,NONE,0,9.81,0
0.65,-0.0172,0.2924,16.75,-0.0597,0.6828,NONE,0,9.81,0
0.7,-0.0204,0.3296,18.88,-0.0672,0.7768,NONE,0,9.81,0
0.75,-0.024,0.3718,21.3,-0.0753,0.8818,NONE,0,9.81,0
0.8,-0.028,0.4196,24.04,-0.0838,0.9988,NONE,0,9.81,0
0.85,-0.0325,0.4738,27.15,-0.0925,1.1292,NONE,0,9.81,0
0.9,-0.0374,0.5349,30.65,-0.1013,1.274,NONE,0,9.81,0
0.95,-0.0428,0.6038,34.59,-0.1097,1.4342,NONE,0,9.81,0
1,-0.0485,0.6812,39.03,-0.1171,1.6107,NONE,0,9.81,0
1.05,-0.0546,0.768,44,-0.1226,1.8039,NONE,0,9.81,0
1.1,-0.0608,0.865,49.56,-0.1251,2.014,NONE,0,9.81,0
1.15,-0.0671,0.973,55.75,-0.1232,2.2406,NONE,0,9.81,0
1.2,-0.0731,1.093,62.62,-0.1151,2.4825,NONE,0,9.81,0
1.25,-0.0784,1.2255,70.21,-0.0989,2.7383,NONE,0,9.81,0
1.3,-0.0826,1.3712,78.56,-0.0726,3.0054,NONE,0,9.81,0
1.35,-0.0851,1.5305,87.69,-0.0345,3.2808,NONE,0,9.81,0
1.4,-0.0853,1.7038,97.62,0.0166,3.5602,NONE,0,9.81,0
1.45,-0.0826,1.8911,108.35,0.0805,3.8377,NONE,0,9.81,0
1.5,-0.0763,2.092,119.87,0.1551,4.1047,NONE,0,9.81,0
1.55,-0.0661,2.3057,132.11,0.2355,4.3489,NONE,0,9.81,0
1.6,-0.052,2.5304,144.98,0.3139,4.5524,NONE,0,9.81,0
1.65,-0.0342,2.7634,158.33,0.3795,4.6928,NONE,0,9.81,0
1.7,-0.0139,3.0008,171.93,0.4212,4.7461,NONE,0,9.81,0
1.75,0.0076,-3.0454,-174.49,0.4307,4.6943,NONE,0,9.81,0
1.8,0.0285,-2.8144,-161.25,0.4068,4.5334,NONE,0,9.81,0
1.85,0.0474,-2.5944,-148.65,0.356,4.2758,NONE,0,9.81,0
1.9,0.0665,-2.3875,-136.79,0.3975,4.0137,USER_RIGHT_ACCUM,4.6,9.81,4.5
1.95,0.0878,-2.1954,-125.79,0.4433,3.6967,USER_RIGHT_ACCUM,5.2,9.81,5.25
2,0.1119,-2.0204,-115.76,0.5023,3.3419,USER_RIGHT_ACCUM,5.8,9.81,5.75
2.05,0.1394,-1.864,-106.8,0.5804,2.9623,USER_RIGHT_ACCUM,6.4,9.81,6.5
2.1,0.1716,-1.7271,-98.95,0.6806,2.5669,USER_RIGHT_ACCUM,7,9.81,7
2.15,0.2095,-1.6104,-92.27,0.8035,2.1617,USER_RIGHT_ACCUM,7.6,9.81,7.5
2.2,0.2542,-1.5142,-86.75,0.948,1.7509,USER_RIGHT_ACCUM,8.2,9.81,8.25
2.25,0.3068,-1.4387,-82.43,1.1122,1.3378,USER_RIGHT_ACCUM,8.8,9.81,8.75
2.3,0.3681,-1.3839,-79.29,1.2935,0.9248,USER_RIGHT_ACCUM,9.4,9.81,9.5
2.35,0.439,-1.3499,-77.34,1.4893,0.5141,USER_RIGHT_ACCUM,10,9.81,10
2.4,0.5202,-1.3363,-76.57,1.697,0.1076,USER_RIGHT_ACCUM,10.6,9.81,10.5
2.45,0.612,-1.343,-76.95,1.9141,-0.2927,USER_RIGHT_ACCUM,11.2,9.81,11.25
2.5,0.715,-1.3696,-78.47,2.1382,-0.6844,USER_RIGHT_ACCUM,11.8,9.81,11.75
2.55,0.8294,-1.4155,-81.1,2.367,-1.0648,USER_RIGHT_ACCUM,12.4,9.81,12.5
2.6,0.9465,-1.479,-84.74,2.307,-1.3963,NONE,0,9.81,0
2.65,1.0574,-1.5589,-89.32,2.1395,-1.715,USER_LEFT_ACCUM,-4.6,9.81,-4.5
2.7,1.1593,-1.6547,-94.81,1.9552,-2.0338,USER_LEFT_ACCUM,-5.2,9.81,-5.25
2.75,1.2515,-1.7666,-101.22,1.7532,-2.3542,USER_LEFT_ACCUM,-5.8,9.81,-5.75
2.8,1.333,-1.8946,-108.56,1.5327,-2.6773,USER_LEFT_ACCUM,-6.4,9.81,-6.5
2.85,1.4028,-2.039,-116.83,1.2931,-3.0027,USER_LEFT_ACCUM,-7,9.81,-7
2.9,1.46,-2.1997,-126.04,1.0353,-3.3282,USER_LEFT_ACCUM,-7.6,9.81,-7.5
2.95,1.5037,-2.3767,-136.17,0.7612,-3.6485,USER_LEFT_ACCUM,-8.2,9.81,-8.25
3,1.5334,-2.5692,-147.21,0.4753,-3.9536,USER_LEFT_ACCUM,-8.8,9.81,-8.75
3.05,1.5485,-2.7762,-159.06,0.1846,-4.2279,USER_LEFT_ACCUM,-9.4,9.81,-9.5
3.1,1.5491,-2.9953,-171.62,-0.1014,-4.4499,USER_LEFT_ACCUM,-10,9.81,-10
3.15,1.5358,-3.2234,-184.68,-0.3725,-4.5956,USER_LEFT_ACCUM,-10.6,9.81,-10.5
3.2,1.5096,-3.4558,-198,-0.621,-4.6449,USER_LEFT_ACCUM,-11.2,9.81,-11.25
3.25,1.4716,-3.6875,-211.28,-0.8454,-4.5889,USER_LEFT_ACCUM,-11.8,9.81,-11.75
3.3,1.4229,-3.9134,-224.22,-1.0511,-4.4325,USER_LEFT_ACCUM,-12.4,9.81,-12.5
3.35,1.3641,-4.1288,-236.56,-1.2489,-4.1903,USER_LEFT_ACCUM,-13,9.81,-13
3.4,1.2953,-4.3299,-248.09,-1.4503,-3.8802,USER_LEFT_ACCUM,-13.6,9.81,-13.5
3.45,1.216,-4.514,-258.63,-1.6654,-3.5182,USER_LEFT_ACCUM,-14.2,9.81,-14.25
3.5,1.1252,-4.6786,-268.06,-1.9004,-3.1167,USER_LEFT_ACCUM,-14.8,9.81,-14.75
3.55,1.022,-4.8222,-276.29,-2.1582,-2.6851,USER_LEFT_ACCUM,-15.4,9.81,-15.5
3.6,0.9051,-4.9434,-283.23,-2.4389,-2.231,USER_LEFT_ACCUM,-16,9.81,-16
3.65,0.7734,-5.0412,-288.84,-2.7406,-1.7608,USER_LEFT_ACCUM,-16.6,9.81,-16.5
3.7,0.6261,-5.1152,-293.08,-3.0602,-1.2804,USER_LEFT_ACCUM,-17.2,9.81,-17.25
3.75,0.4866,-5.172,-296.34,-2.5879,-1.0319,USER_RIGHT_ACCUM,17.8,9.81,17.75
3.8,0.3708,-5.2174,-298.93,-2.1159,-0.8173,USER_RIGHT_ACCUM,18.4,9.81,18.5
3.85,0.2788,-5.2529,-300.97,-1.6433,-0.6325,USER_RIGHT_ACCUM,19,9.81,19
3.9,0.2106,-5.2798,-302.51,-1.1692,-0.4733,USER_RIGHT_ACCUM,19.6,9.81,19.5
3.95,0.1662,-5.2995,-303.64,-0.6935,-0.3361,USER_RIGHT_ACCUM,20.2,9.81,20.25
4,0.1458,-5.3128,-304.4,-0.2159,-0.2174,USER_RIGHT_ACCUM,20.8,9.81,20.75
4.05,0.1495,-5.3206,-304.85,0.2636,-0.1139,USER_RIGHT_ACCUM,21.4,9.81,21.5
4.1,0.1773,-5.3235,-305.02,0.7451,-0.0228,USER_RIGHT_ACCUM,22,9.81,22
4.15,0.2293,-5.3222,-304.94,1.2284,0.0586,USER_RIGHT_ACCUM,22.6,9.81,22.5
4.2,0.3057,-5.317,-304.64,1.7135,0.1328,USER_RIGHT_ACCUM,23.2,9.81,23.25
4.25,0.4066,-5.3083,-304.14,2.2003,0.202,USER_RIGHT_ACCUM,23.8,9.81,23.75
4.3,0.5319,-5.2961,-303.44,2.6887,0.2685,USER_RIGHT_ACCUM,24.4,9.81,24.5
4.35,0.6818,-5.2806,-302.56,3.1785,0.3342,USER_RIGHT_ACCUM,25,9.81,25
4.4,0.8564,-5.2618,-301.48,3.6698,0.4014,USER_RIGHT_ACCUM,25.6,9.81,25.5
4.45,1.0196,-5.2253,-299.39,2.9679,0.9398,USER_LEFT_ACCUM,-26.2,9.81,-26.25
4.5,1.1478,-5.1624,-295.78,2.2755,1.4601,USER_LEFT_ACCUM,-26.8,9.81,-26.75
4.55,1.2415,-5.074,-290.72,1.5959,1.9536,USER_LEFT_ACCUM,-27.4,9.81,-27.5
4.6,1.3016,-4.9621,-284.31,0.9325,2.4098,USER_LEFT_ACCUM,-28,9.81,-28
4.65,1.3289,-4.8287,-276.66,0.2875,2.8165,USER_LEFT_ACCUM,-28.6,9.81,-28.5
4.7,1.3244,-4.6767,-267.96,-0.3389,3.1607,USER_LEFT_ACCUM,-29.2,9.81,-29.25
4.75,1.2889,-4.5098,-258.39,-0.9487,3.4281,USER_LEFT_ACCUM,-29.8,9.81,-29.75
4.8,1.2231,-4.3322,-248.22,-1.5473,3.6043,USER_LEFT_ACCUM,-30.4,9.81,-30.5
4.85,1.1273,-4.1489,-237.72,-2.1428,3.6752,USER_LEFT_ACCUM,-31,9.81,-31
4.9,1.0014,-3.9657,-227.22,-2.7445,3.6284,USER_LEFT_ACCUM,-31.6,9.81,-31.5
4.95,0.8449,-3.7886,-217.07,-3.361,3.4559,USER_LEFT_ACCUM,-32.2,9.81,-32.25
5,0.6568,-3.6239,-207.63,-3.9975,3.1581,USER_LEFT_ACCUM,-32.8,9.81,-32.75
5.05,0.436,-3.4777,-199.25,-4.6546,2.7456,USER_LEFT_ACCUM,-33.4,9.81,-33.5
5.1,0.1818,-3.355,-192.23,-5.3288,2.2383,USER_LEFT_ACCUM,-34,9.81,-34
5.15,-0.1067,-3.26,-186.78,-6.0141,1.6606,USER_LEFT_ACCUM,-34.6,9.81,-34.5
5.2,-0.4299,-3.1954,-183.08,-6.7048,1.037,USER_LEFT_ACCUM,-35.2,9.81,-35.25
5.25,-0.7877,-3.1629,-181.22,-7.3968,0.3884,USER_LEFT_ACCUM,-35.8,9.81,-35.75
5.3,-1.1803,-3.1633,-181.24,-8.0875,-0.2687,USER_LEFT_ACCUM,-36.4,9.81,-36.5
5.35,-1.6075,-3.1965,-183.15,-8.7755,-0.9202,USER_LEFT_ACCUM,-37,9.81,-37
5.4,-2.0692,-3.2619,-186.89,-9.4592,-1.5521,USER_LEFT_ACCUM,-37.6,9.81,-37.5
5.45,-2.565,-3.3579,-192.39,-10.1358,-2.1484,USER_LEFT_ACCUM,-38.2,9.81,-38.25
5.5,-3.0664,-3.4616,-198.34,-9.8731,-2.0087,NONE,0,9.81,0
5.55,-3.1225,-3.5549,-203.68,0.1007,-1.7555,USER_RIGHT_ACCUM,4.6,9.81,4.5
5.6,-3.1132,-3.6345,-208.24,0.2397,-1.4694,USER_RIGHT_ACCUM,5.2,9.81,5.25
5.65,-3.0966,-3.6989,-211.93,0.3894,-1.1587,USER_RIGHT_ACCUM,5.8,9.81,5.75
5.7,-3.0722,-3.7472,-214.7,0.5486,-0.8308,USER_RIGHT_ACCUM,6.4,9.81,6.5
5.75,-3.0396,-3.7787,-216.5,0.7168,-0.4919,USER_RIGHT_ACCUM,7,9.81,7
5.8,-2.9982,-3.793,-217.32,0.8939,-0.1467,USER_RIGHT_ACCUM,7.6,9.81,7.5
5.85,-2.9476,-3.7898,-217.14,1.0803,0.201,USER_RIGHT_ACCUM,8.2,9.81,8.25
5.9,-2.8874,-3.7692,-215.96,1.2764,0.5481,USER_RIGHT_ACCUM,8.8,9.81,8.75
5.95,-2.817,-3.7313,-213.79,1.4828,0.8918,USER_RIGHT_ACCUM,9.4,9.81,9.5
6,-2.7359,-3.6763,-210.63,1.6999,1.2294,USER_RIGHT_ACCUM,10,9.81,10
6.05,-2.6436,-3.6046,-206.53,1.9274,1.5577,USER_RIGHT_ACCUM,10.6,9.81,10.5
6.1,-2.5396,-3.5168,-201.5,2.1649,1.8723,USER_RIGHT_ACCUM,11.2,9.81,11.25
6.15,-2.4234,-3.4137,-195.59,2.4109,2.1679,USER_RIGHT_ACCUM,11.8,9.81,11.75
6.2,-2.2946,-3.2967,-188.89,2.6634,2.4371,USER_RIGHT_ACCUM,12.4,9.81,12.5
6.25,-2.153,-3.1671,-181.46,2.9194,2.6713,USER_RIGHT_ACCUM,13,9.81,13
6.3,-1.9986,-3.0271,-173.44,3.1757,2.8608,USER_RIGHT_ACCUM,13.6,9.81,13.5
6.35,-1.8313,-2.8793,-164.97,3.4293,2.9961,USER_RIGHT_ACCUM,14.2,9.81,14.25
6.4,-1.6515,-2.7265,-156.22,3.6781,3.0697,USER_RIGHT_ACCUM,14.8,9.81,14.75
6.45,-1.4593,-2.572,-147.37,3.9218,3.0773,USER_RIGHT_ACCUM,15.4,9.81,15.5
6.5,-1.2549,-2.4192,-138.61,4.1617,3.0186,USER_RIGHT_ACCUM,16,9.81,16
6.55,-1.0386,-2.2712,-130.13,4.4011,2.8968,USER_RIGHT_ACCUM,16.6,9.81,16.5
6.6,-0.8101,-2.131,-122.1,4.6436,2.718,USER_RIGHT_ACCUM,17.2,9.81,17.25
6.65,-0.5692,-2.0014,-114.67,4.8932,2.489,USER_RIGHT_ACCUM,17.8,9.81,17.75
6.7,-0.3155,-1.8845,-107.98,5.153,2.2173,USER_RIGHT_ACCUM,18.4,9.81,18.5
6.75,-0.0742,-1.7884,-102.47,4.5701,1.7123,USER_LEFT_ACCUM,-19,9.81,-19
6.8,0.1382,-1.7166,-98.35,3.9996,1.242,USER_LEFT_ACCUM,-19.6,9.81,-19.5
6.85,0.3221,-1.6675,-95.54,3.4379,0.8023,USER_LEFT_ACCUM,-20.2,9.81,-20.25
6.9,0.4781,-1.6397,-93.95,2.8818,0.3877,USER_LEFT_ACCUM,-20.8,9.81,-20.75
6.95,0.6061,-1.6322,-93.52,2.3286,-0.0083,USER_LEFT_ACCUM,-21.4,9.81,-21.5
7,0.7064,-1.6442,-94.21,1.7761,-0.3926,USER_LEFT_ACCUM,-22,9.81,-22
7.05,0.7789,-1.6754,-96,1.2222,-0.7724,USER_LEFT_ACCUM,-22.6,9.81,-22.5
7.1,0.8235,-1.7258,-98.88,0.6648,-1.155,USER_LEFT_ACCUM,-23.2,9.81,-23.25
7.15,0.8399,-1.7958,-102.89,0.1019,-1.5477,USER_LEFT_ACCUM,-23.8,9.81,-23.75
7.2,0.8278,-1.8859,-108.06,-0.4688,-1.9577,USER_LEFT_ACCUM,-24.4,9.81,-24.5
7.25,0.7867,-1.9974,-114.44,-1.05,-2.3916,USER_LEFT_ACCUM,-25,9.81,-25
7.3,0.716,-2.1316,-122.13,-1.644,-2.8547,USER_LEFT_ACCUM,-25.6,9.81,-25.5
7.35,0.615,-2.29,-131.21,-2.2527,-3.35,USER_LEFT_ACCUM,-26.2,9.81,-26.25
7.4,0.483,-2.4742,-141.76,-2.8762,-3.8753,USER_LEFT_ACCUM,-26.8,9.81,-26.75
7.45,0.3193,-2.6854,-153.86,-3.5107,-4.4194,USER_LEFT_ACCUM,-27.4,9.81,-27.5
7.5,0.1238,-2.9237,-167.51,-4.1458,-4.9558,USER_LEFT_ACCUM,-28,9.81,-28
7.55,-0.1032,-3.1873,-182.62,-4.7629,-5.4385,USER_LEFT_ACCUM,-28.6,9.81,-28.5
7.6,-0.36,-3.4717,-198.92,-5.338,-5.8066,USER_LEFT_ACCUM,-29.2,9.81,-29.25
7.65,-0.6438,-3.7695,-215.98,-5.8521,-6.0039,USER_LEFT_ACCUM,-29.8,9.81,-29.75
7.7,-0.9086,-4.0452,-231.77,-4.8902,-5.1465,USER_RIGHT_ACCUM,30.4,9.81,30.5
7.75,-1.126,-4.2799,-245.22,-3.9557,-4.3569,USER_RIGHT_ACCUM,31,9.81,31
7.8,-1.2976,-4.478,-256.57,-3.0605,-3.6694,USER_RIGHT_ACCUM,31.6,9.81,31.5
7.85,-1.4254,-4.6448,-266.13,-2.202,-3.0897,USER_RIGHT_ACCUM,32.2,9.81,32.25
7.9,-1.5109,-4.7857,-274.2,-1.3731,-2.6125,USER_RIGHT_ACCUM,32.8,9.81,32.75
7.95,-1.5555,-4.9053,-281.05,-0.5664,-2.2288,USER_RIGHT_ACCUM,33.4,9.81,33.5
8,-1.56,-5.0083,-286.95,0.2241,-1.9296,USER_RIGHT_ACCUM,34,9.81,34
8.05,-1.5251,-5.0985,-292.12,1.0031,-1.7068,USER_RIGHT_ACCUM,34.6,9.81,34.5
8.1,-1.4514,-5.1796,-296.77,1.7737,-1.5535,USER_RIGHT_ACCUM,35.2,9.81,35.25
8.15,-1.3391,-5.255,-301.09,2.5385,-1.4647,USER_RIGHT_ACCUM,35.8,9.81,35.75
8.2,-1.1886,-5.3278,-305.26,3.2991,-1.4371,USER_RIGHT_ACCUM,36.4,9.81,36.5
8.25,-0.9998,-5.401,-309.45,4.0571,-1.4691,USER_RIGHT_ACCUM,37,9.81,37
8.3,-0.7731,-5.4776,-313.84,4.8138,-1.5614,USER_RIGHT_ACCUM,37.6,9.81,37.5
8.35,-0.5083,-5.5607,-318.61,5.5706,-1.7165,USER_RIGHT_ACCUM,38.2,9.81,38.25
8.4,-0.2054,-5.6537,-323.93,6.3291,-1.9387,USER_RIGHT_ACCUM,38.8,9.81,38.75
8.45,0.1356,-5.7601,-330.03,7.091,-2.2343,USER_RIGHT_ACCUM,39.4,9.81,39.5
8.5,0.5152,-5.8837,-337.11,7.8577,-2.6101,USER_RIGHT_ACCUM,40,9.81,40
8.55,0.9334,-6.0288,-345.43,8.63,-3.0725,USER_RIGHT_ACCUM,40.6,9.81,40.5
8.6,1.3905,-6.1999,-355.23,9.4063,-3.6238,USER_RIGHT_ACCUM,41.2,9.81,41.25
8.65,1.8866,-6.4011,-366.76,10.1804,-4.2565,USER_RIGHT_ACCUM,41.8,9.81,41.75
8.7,2.4211,-6.6359,-380.21,10.9386,-4.9462,USER_RIGHT_ACCUM,42.4,9.81,42.5
8.75,2.9308,-6.8622,-393.17,9.6194,-4.211,USER_LEFT_ACCUM,-43,9.81,-43
8.8,3.1186,-7.0567,-404.32,-0.4218,-3.6459,USER_LEFT_ACCUM,-43.6,9.81,-43.5
8.85,3.066,-7.2278,-414.12,-1.4591,-3.2466,USER_LEFT_ACCUM,-44.2,9.81,-44.25
8.9,2.9621,-7.3834,-423.04,-2.4708,-2.9993,USER_LEFT_ACCUM,-44.8,9.81,-44.75
8.95,2.8079,-7.5308,-431.49,-3.4624,-2.8901,USER_LEFT_ACCUM,-45.4,9.81,-45.5
9,2.6044,-7.6767,-439.84,-4.4396,-2.9091,USER_LEFT_ACCUM,-46,9.81,-46
9.05,2.352,-7.8271,-448.46,-5.4084,-3.0511,USER_LEFT_ACCUM,-46.6,9.81,-46.5
9.1,2.051,-7.9885,-457.7,-6.3751,-3.3156,USER_LEFT_ACCUM,-47.2,9.81,-47.25
9.15,1.7013,-8.1669,-467.93,-7.3468,-3.7063,USER_LEFT_ACCUM,-47.8,9.81,-47.75
9.2,1.3024,-8.3689,-479.5,-8.3312,-4.2286,USER_LEFT_ACCUM,-48.4,9.81,-48.5
9.25,0.8873,-8.5888,-492.1,-8.2136,-4.472,NONE,0,9.81,0
9.3,0.4781,-8.8196,-505.33,-8.0983,-4.6745,NONE,0,9.81,0
9.35,0.0749,-9.0586,-519.02,-7.9738,-4.8118,NONE,0,9.81,0
9.4,-0.3214,-9.3018,-532.96,-7.8279,-4.8585,NONE,0,9.81,0
9.45,-0.7094,-3.2609,-186.84,-7.6522,-4.7961,NONE,0,9.81,0
9.5,-1.0877,-3.4966,-200.34,-7.4458,-4.6216,NONE,0,9.81,0
9.55,-1.4549,-3.7206,-213.18,-7.2164,-4.3495,NONE,0,9.81,0
9.6,-1.807,-3.9267,-224.98,-6.8687,-3.9374,USER_RIGHT_ACCUM,4.6,9.81,4.5
9.65,-2.1414,-4.1109,-235.54,-6.5149,-3.4863,USER_RIGHT_ACCUM,5.2,9.81,5.25
9.7,-2.4581,-4.272,-244.77,-6.1641,-3.0207,USER_RIGHT_ACCUM,5.8,9.81,5.75
9.75,-2.7574,-4.4098,-252.66,-5.8205,-2.5571,USER_RIGHT_ACCUM,6.4,9.81,6.5
9.8,-3.0397,-4.5246,-259.24,-5.4851,-2.1051,USER_RIGHT_ACCUM,7,9.81,7
9.85,-3.1227,-4.6172,-264.55,0.1155,-1.6699,USER_RIGHT_ACCUM,7.6,9.81,7.5
9.9,-3.111,-4.6885,-268.63,0.3096,-1.2538,USER_RIGHT_ACCUM,8.2,9.81,8.25
9.95,-3.0895,-4.7395,-271.55,0.5052,-0.8568,USER_RIGHT_ACCUM,8.8,9.81,8.75
10,-3.0581,-4.7711,-273.36,0.7045,-0.4777,USER_RIGHT_ACCUM,9.4,9.81,9.5
10.05,-3.0164,-4.7841,-274.11,0.9096,-0.1139,USER_RIGHT_ACCUM,10,9.81,10
10.1,-2.9643,-4.7792,-273.83,1.1222,0.2378,USER_RIGHT_ACCUM,10.6,9.81,10.5
10.15,-2.9012,-4.7568,-272.55,1.3437,0.581,USER_RIGHT_ACCUM,11.2,9.81,11.25
10.2,-2.8267,-4.7174,-270.29,1.5756,0.9198,USER_RIGHT_ACCUM,11.8,9.81,11.75
10.25,-2.7402,-4.6609,-267.05,1.8191,1.2584,USER_RIGHT_ACCUM,12.4,9.81,12.5
10.3,-2.641,-4.5873,-262.84,2.0756,1.6008,USER_RIGHT_ACCUM,13,9.81,13
10.35,-2.5285,-4.4963,-257.62,2.3467,1.9509,USER_RIGHT_ACCUM,13.6,9.81,13.5
10.4,-2.4019,-4.3874,-251.38,2.6338,2.3121,USER_RIGHT_ACCUM,14.2,9.81,14.25
10.45,-2.2604,-4.2598,-244.07,2.9383,2.6868,USER_RIGHT_ACCUM,14.8,9.81,14.75
10.5,-2.103,-4.1131,-235.66,3.2611,3.0759,USER_RIGHT_ACCUM,15.4,9.81,15.5
10.55,-1.9289,-3.9464,-226.11,3.6019,3.4773,USER_RIGHT_ACCUM,16,9.81,16
10.6,-1.7371,-3.7593,-215.39,3.9582,3.8841,USER_RIGHT_ACCUM,16.6,9.81,16.5
10.65,-1.5272,-3.5522,-203.52,4.3244,4.2816,USER_RIGHT_ACCUM,17.2,9.81,17.25
10.7,-1.2989,-3.326,-190.57,4.6901,4.6454,USER_RIGHT_ACCUM,17.8,9.81,17.75
10.75,-1.0526,-3.0836,-176.68,5.0413,4.9414,USER_RIGHT_ACCUM,18.4,9.81,18.5
10.8,-0.7895,-2.8295,-162.12,5.3639,5.1331,USER_RIGHT_ACCUM,19,9.81,19
10.85,-0.5113,-2.5697,-147.24,5.6496,5.1934,USER_RIGHT_ACCUM,19.6,9.81,19.5
10.9,-0.2198,-2.3111,-132.42,5.9013,5.1157,USER_RIGHT_ACCUM,20.2,9.81,20.25
10.95,0.0837,-2.0602,-118.04,6.1325,4.9124,USER_RIGHT_ACCUM,20.8,9.81,20.75
11,0.3988,-1.8227,-104.43,6.3613,4.6051,USER_RIGHT_ACCUM,21.4,9.81,21.5
11.05,0.7257,-1.6031,-91.85,6.6043,4.2151,USER_RIGHT_ACCUM,22,9.81,22
11.1,1.0657,-1.4051,-80.5,6.873,3.759,USER_RIGHT_ACCUM,22.6,9.81,22.5
11.15,1.42,-1.2315,-70.56,7.1727,3.2504,USER_RIGHT_ACCUM,23.2,9.81,23.25
11.2,1.7742,-1.0807,-61.92,6.965,2.8357,NONE,0,9.81,0
11.25,2.1185,-0.9499,-54.42,6.7777,2.4511,NONE,0,9.81,0
11.3,2.4506,-0.836,-47.9,6.5002,2.1435,USER_LEFT_ACCUM,-4.6,9.81,-4.5
11.35,2.7688,-0.7362,-42.18,6.2219,1.8806,USER_LEFT_ACCUM,-5.2,9.81,-5.25
11.4,3.073,-0.6483,-37.15,5.94,1.6618,USER_LEFT_ACCUM,-5.8,9.81,-5.75
11.45,3.1222,-0.5702,-32.67,-0.1124,1.4858,USER_LEFT_ACCUM,-6.4,9.81,-6.5
11.5,3.1119,-0.4996,-28.62,-0.2638,1.3507,USER_LEFT_ACCUM,-7,9.81,-7
11.55,3.0938,-0.4346,-24.9,-0.4261,1.2548,USER_LEFT_ACCUM,-7.6,9.81,-7.5
11.6,3.0671,-0.3733,-21.39,-0.5998,1.1965,USER_LEFT_ACCUM,-8.2,9.81,-8.25
11.65,3.0377,-0.3183,-18.24,-0.5753,1.028,NONE,0,9.81,0
11.7,3.0095,-0.271,-15.53,-0.552,0.8827,NONE,0,9.81,0
11.75,2.9824,-0.2304,-13.2,-0.5302,0.7579,NONE,0,9.81,0
11.8,2.9564,-0.1956,-11.21,-0.5098,0.6511,NONE,0,9.81,0
11.85,2.9313,-0.1656,-9.49,-0.4908,0.5598,NONE,0,9.81,0
11.9,2.9072,-0.1398,-8.01,-0.4731,0.4822,NONE,0,9.81,0
11.95,2.8839,-0.1176,-6.74,-0.4567,0.4162,NONE,0,9.81,0
12,2.8614,-0.0984,-5.64,-0.4413,0.3604,NONE,0,9.81,0
12.05,2.8397,-0.0817,-4.68,-0.427,0.3133,NONE,0,9.81,0
12.1,2.8187,-0.0671,-3.85,-0.4136,0.2739,NONE,0,9.81,0
12.15,2.7982,-0.0544,-3.12,-0.401,0.241,NONE,0,9.81,0
12.2,2.7751,-0.0406,-2.32,-0.4997,0.2967,USER_LEFT_ACCUM,-4.6,9.81,-4.5
12.25,2.7466,-0.0235,-1.35,-0.6108,0.3672,USER_LEFT_ACCUM,-5.2,9.81,-5.25
12.3,2.7122,-0.0025,-0.14,-0.7343,0.4535,USER_LEFT_ACCUM,-5.8,9.81,-5.75
12.35,2.6759,0.0199,1.14,-0.716,0.4413,NONE,0,9.81,0
12.4,2.6404,0.042,2.41,-0.699,0.4381,NONE,0,9.81,0
12.45,2.6058,0.0642,3.68,-0.6831,0.4436,NONE,0,9.81,0
12.5,2.5719,0.0869,4.98,-0.6684,0.4575,NONE,0,9.81,0
12.55,2.5387,0.1106,6.34,-0.6548,0.4798,NONE,0,9.81,0
12.6,2.5095,0.1331,7.63,-0.532,0.4284,USER_RIGHT_ACCUM,4.6,9.81,4.5
12.65,2.4868,0.1531,8.77,-0.3986,0.3766,USER_RIGHT_ACCUM,5.2,9.81,5.25
12.7,2.4711,0.1704,9.76,-0.2548,0.3233,USER_RIGHT_ACCUM,5.8,9.81,5.75
12.75,2.463,0.185,10.6,-0.1009,0.2676,USER_RIGHT_ACCUM,6.4,9.81,6.5
12.8,2.4629,0.1966,11.27,0.0631,0.2086,USER_RIGHT_ACCUM,7,9.81,7
12.85,2.4713,0.2052,11.76,0.2369,0.1453,USER_RIGHT_ACCUM,7.6,9.81,7.5
12.9,2.4888,0.2104,12.06,0.4204,0.0764,USER_RIGHT_ACCUM,8.2,9.81,8.25
12.95,2.5157,0.212,12.15,0.6136,0.0009,USER_RIGHT_ACCUM,8.8,9.81,8.75
